58976 0611.121315
519016 0611.121215
80600 0609 180115
69016 0609 180015
132552 0609 175915
128280 0609 175815
168136 0609 175715
109128 0609 175615
94192 0609 175515
86384 0609 175415
97816 0609 175315
132920 0609 175215
131944 0609 175115
164728 0609 175015
160360 0609 174915
179704 0609 174815
157048 0609 174715
174312 0609 174616
122768 0609 174515
154440 0609 174415
104216 0609 174315
145592 0609 174215
163616 0609 174115
245464 0609 174015
154584 0609 173915
145504 0609 173815
142912 0609 173715
98080 0609 173615
99656 0609 173515
63608 0609 173415
123304 0609 173315
139328 0609 173215
150600 0609 173115
96472 0609 173015
134840 0609 172915
140464 0609 172815
116944 0609 172715
162344 0609 172615
75352 0609 172515
89896 0609 172415
181576 0609 172315
112312 0609 172215
156104 0609 172115
169624 0609 172015
150936 0609 171915
174384 0609 171815
116856 0609 171715
168968 0609 171615
195072 0609 171515
135944 0609 171415
193496 0609 171315
57640 0609 171215
157472 0609 171115
88320 0609 171016
164552 0609 170915
144608 0609 170815
94856 0609 170715
125712 0609 170615
80648 0609 170515
120112 0609 170415
97904 0609 170315
95680 0609 170215
103712 0609 170115
96096 0609 170015
59040 0609 165915
149528 0609 165815
102120 0609 165715
198936 0609 165615
68160 0609 165515
114624 0609 165415
133200 0609 165315
201424 0609 165215
133168 0609 165115
118672 0609 165015
111360 0609 164915
290848 0609 164815
306432 0609 164715
201560 0609 164615
162256 0609 164515
159320 0609 164415
180616 0609 164315
106576 0609 164215
157296 0609 164115
132792 0609 164015
94936 0609 163915
155432 0609 163815
154240 0609 163715
139496 0609 163615
147120 0609 163515
123864 0609 163415
148936 0609 163315
115272 0609 163215
199656 0609 163115
220368 0609 163015
203800 0609 162915
297992 0609 162815
206064 0609 162715
163048 0609 162615
189256 0609 162515
109248 0609 162415
214976 0609 162315
197744 0609 162215
135128 0609 162115
74856 0609 162015
95168 0609 161915
186720 0609 161815
124896 0609 161715
119848 0609 161615
194320 0609 161515
131992 0609 161415
95712 0609 161315
230208 0609 161215
163288 0609 161115
135504 0609 161015
99432 0609 160915
16 0609 160815
115048 0609 160715
193208 0609 160615
132584 0609 160515
107672 0609 160415
129072 0609 160315
115992 0609 160215
131896 0609 160115
167600 0609 160015
186240 0609 155915
164424 0609
 155815
189576 0609 155715
153864 0609 155615
208808 0609 155515
169712 0609 155415
226704 0609 155315
176560 0609 155215
228456 0609 155115
265008 0609 155015
117328 0609 154915
182408 0609 154815
198304 0609 154715
167904 0609 154615
224968 0609 154515
438352 0609 154415
273856 0609 154315
309056 0609 154215
255632 0609 154115
189576 0609 154015
194520 0609 153915
254832 0609 153815
231648 0609 153715
206920 0609 153615
167184 0609 153515
99472 0609 153415
151576 0609 153315
85488 0609 153215
106616 0609 153115
120656 0609 153015
230504 0609 152915
95432 0609 152815
121400 0609 152715
155024 0609 152615
158944 0609 152515
175272 0609 152415
151744 0609 152316
258080 0609 152215
209120 0609 152115
128040 0609 152015
166312 0609 151915
94768 0609 151815
143600 0609 151715
208808 0609 151615
142752 0609 151515
73992 0609 151415
92064 0609 151315
104800 0609 151215
120440 0609 151115
205776 0609 151015
130112 0609 150915
159744 0609 150815
139616 0609 150715
158232 0609 150615
95184 0609 150515
116504 0609 150415
113016 0609 150315
93128 0609 150215
138808 0609 150115
136792 0609 150015
158744 0609 145915
160504 0609 145815
194816 0609 145715
326480 0609 145615
148592 0609 145515
153904 0609 145415
76784 0609 145315
111464 0609 145215
167400 0609 145115
101088 0609 145015
152832 0609 144915
88912 0609 144815
132544 0609 144715
131824 0609 144615
111176 0609 144515
130496 0609 144415
95840 0609 144315
178976 0609 144215
191952 0609 144115
167320 0609 144015
156768 0609 143915
154304 0609 143815
154160 0609 143715
172176 0609 143615
158448 0609 143515
150976 0609 143415
148056 0609 143315
169784 0609 143215
198496 0609 143115
198968 0609 143015
173512 0609 142915
209608 0609 142815
220640 0609 142715
182760 0609 142615
179024 0609 142515
126000 0609 142415
98096 0609 142315
174024 0609 142215
141264 0609 142115
206992 0609 142015
157480 0609 141915
96344 0609 141815
173112 0609 141715
138328 0609 141615
180048 0609 141515
384656 0609 141415
528648 0609 141315
477736 0609 141215
543480 0609 141115
498824 0609 141015
457128 0609 140915
517584 0609 140815
205432 0609 140715
114560 0609 140615
168096 0609 140515
156400 0609 140415
182896 0609 140315
162248 0609 140215
225744 0609 140116
111720 0609 140015
167656 0609 135915
133400 0609 135815
165528 0609 135715
173824 0609 135615
164656 0609 135515
181960 0609 135415
159304 0609 135315
93552 0609 135215
268384 0609 135115
555680 0609 135015
407128 0609 134915
463528 0609 134815
458048 0609 134715
68320 0609 134615
194952 0609 134515
179232 0609 134415
117120 0609 134315
237392 0609 134215
278184 0609 134115
163576 0609 134015
105536 0609 133915
182584 0609 133815
169616 0609 133715
200336 0609 133615
185016 0609 133515
158560 0609 133415
246576 0609 133315
119064 0609 133215
148480 0609 133115
187160 0609 133015
175488 0609 132915
144352 0609 132815
187488 0609 132715
149624 0609 132615
225216 0609 132515
159152 0609 132415
145976 0609 132315
159856 0609 132215
152472 0609 132115
175808 0609 132015
167472 0609 131915
161592 0609 131815
201328 0609 131715
108032 0609 131615
159856 0609 131515
163328 0609 131415
156256 0609 131315
116720 0609 131215
179648 0609 131115
168032 0609 131015
81680 0609 130915
111224 0609 130815
139848 0609 130715
114984 0609 130615
100024 0609 130515
133208 0609 130415
207960 0609 130315
202160 0609 130215
266760 0609 130115
226728 0609 130015
186528 0609 125915
189936 0609 125815
140320 0609 125715
116024 0609 125615
364336 0609 125515
461104 0609 125415
243496 0609 125315
251424 0609 125215
171312 0609 125115
187744 0609 125015
272720 0609 124915
167352 0609 124815
227112 0609 124715
892392 0609 124615
324304 0609 124515
275152 0609 124415
279008 0609 124315
175384 0609 124215
210680 0609 124115
213496 0609 124015
158680 0609 123915
245672 0609 123815
241464 0609 123715
196200 0609 123615
257888 0609 123515
240608 0609 123415
192840 0609 123315
222056 0609 123215
268896 0609 123115
271000 0609 123015
356864 0609 122915
165688 0609 122815
267696 0609 122715
239544 0609 122615
333216 0609 122515
225848 0609 122415
155016 0609 122315
291376 0609 122215
349728 0609 122115
191200 0609 122015
107096 0609 121915
122048 0609 121815
189616 0609 121715
265744 0609 121615
268760 0609 121515
259672 0609 121415
199248 0609 121315
149992 0609 121215
555496 0609 121115
182864 0609 121015
154848 0609 120915
193888 0609 120815
179712 0609 120715
59968 0609 120615
101208 0609 120515
160552 0609 120415
143144 0609 120315
288360 0609 120215
256128 0609 120115
332048 0609 120015
286960 0609 115915
232376 0609 115815
105712 0609 115715
151944 0609 115615
189480 0609 115515
197808 0609 115415
250200 0609 115315
152184 0609 115215
172168 0609 115115
570352 0609 115015
197928 0609 114915
206376 0609 114815
168392 0609 114715
290296 0609 114615
185368 0609 114515
274328 0609 114415
186632 0609 114315
204336 0609 114215
179672 0609 114115
477888 0609 114015
206872 0609 113915
190272 0609 113815
187952 0609 113715
205616 0609 113615
217848 0609 113515
183448 0609 113415
154592 0609 113315
206248 0609 113215
116000 0609 113115
159184 0609 113015
96800 0609 112915
221832 0609 112815
130440 0609 112715
128960 0609 112615
90144 0609 112515
129304 0609 112415
98520 0609 112315
127128 0609 112215
159432 0609 112115
133880 0609 112015
163280 0609 111915
115032 0609 111815
151688 0609 111715
158536 0609 111615
194408 0609 111515
127696 0609 111415
207520 0609 111315
216152 0609 111215
137808 0609 111115
236600 0609 111015
179600 0609 110915
215152 0609 110815
135496 0609 110715
130624 0609 110615
129240 0609 110515
193864 0609 110415
148288 0609 110315
58784 0609 110215
163664 0609 110115
90800 0609 110015
130664 0609 105915
180392 0609 105815
216696 0609 105715
193336 0609 105615
165680 0609 105515
151352 0609 105415
137192 0609 105315
107072 0609 105215
166840 0609 105115
100056 0609 105015
132152 0609 104915
209696 0609 104815
155136 0609 104715
225752 0609 104615
111464 0609 104515
149344 0609 104415
88296 0609 104315
408392 0609 104215
419568 0609 104115
380936 0609 104015
246544 0609 103915
367456 0609 103815
352680 0609 103715
314320 0609 103615
225240 0609 103515
138888 0609 103415
161624 0609 103315
144864 0609 103215
181800 0609 103115
164824 0609 103015
156720 0609 102915
108320 0609 102815
118000 0609 102715
230792 0609 102615
131472 0609 102515
150088 0609 102415
173576 0609 102315
242416 0609 102215
136248 0609 102115
126608 0609 102015
178712 0609 101915
102640 0609 101815
156960 0609 101715
151760 0609 101615
121296 0609 101515
125120 0609 101415
101760 0609 101315
189736 0609 101215
166496 0609 101115
175664 0609 101015
134776 0609 100915
105720 0609 100815
176936 0609 100715
225256 0609 100615
141184 0609 100515
232864 0609 100415
117528 0609 100315
152088 0609 100215
266960 0609 100115
128632 0609 100015
196696 0609 095915
212960 0609 095815
211808 0609 095715
146344 0609 095615
98376 0609 095515
143240 0609 095415
170232 0609 095315
108240 0609 095215
105416 0609 095115
149360
 0609 095015
216088 0609 094915
173360 0609 094815
106368 0609 094715
122416 0609 094615
146768 0609 094515
139984 0609 094415
153920 0609 094315
117104 0609 094215
123024 0609 094115
98552 0609 094015
122784 0609 093915
211496 0609 093815
130536 0609 093715
181504 0609 093615
161288 0609 093515
128336 0609 093415
77016 0609 093315
104280 0609 093215
156024 0609 093115
112832 0609 093015
145456 0609 092915
140472 0609 092815
168064 0609 092715
136768 0609 092615
192504 0609 092515
230784 0609 092415
195640 0609 092315
187488 0609 092215
114728 0609 092115
134288 0609 092015
184928 0609 091915
115480 0609 091815
71488 0609 091715
161824 0609 091615
84800 0609 091515
150240 0609 091415
167088 0609 091315
153360 0609 091215
137800 0609 091115
142256 0609 091015
97304 0609 090915
104608 0609 090815
31176 0609 090715
82856 0609 090615
81296 0609 090515
149048 0609 090415
105432 0609 090315
77384 0609 090215
137056 0609 090115
90656 0609 090015
160480 0609 085915
57920 0609 085815
42240 0609 085715
98280 0609 085615
76280 0609 085515
86448 0609 085415
98448 0609 085315
76816 0609 085215
78344 0609 085115
78344 0609 085015
54248 0609 084915
58256 0609 084815
75280 0609 084715
59192 0609 084615
102216 0609 084515
92952 0609 084415
84688 0609 084315
74072 0609 084215
104384 0609 084115
70776 0609 084015
65312 0609 083915
23968 0609 083815
47824 0609 083715
132608 0609 083615
96560 0609 083515
179496 0609 083415
49792 0609 083315
132776 0609 083215
128920 0609 083115
83352 0609 083015
114616 0609 082915
88464 0609 082815
115008 0609 082715
88120 0609 082615
48464 0609 082515
67416 0609 082415
97672 0609 082315
64792 0609 082215
32016 0609 082115
51464 0609 082015
41760 0609 081915
34576 0609 081815
43128 0609 081715
49456 0609 081615
66464 0609 081515
61816 0609 081415
64984 0609 081315
62896 0609 081215
85960 0609 081115
90000 0609 081015
43752 0609 080915
59784 0609 080815
99696 0609 080715
46528 0609 080615
40456 0609 080515
62776 0609 080415
82440 0609 080315
24552 0609 080215
74184 0609 080115
63328 0609 080015
30656 0609 075915
37208 0609 075815
137176 0609 075715
77112 0609 075615
45720 0609 075515
42696 0609 075415
51016 0609 075315
46528 0609 075215
32688 0609 075115
42944 0609 075015
24944 0609 074915
24888 0609 074815
36632 0609 074715
43880 0609 074615
52440 0609 074515
33880 0609 074415
20024 0609 074315
29104 0609 074215
69376 0609 074115
47168 0609 074015
33200 0609 073915
55576 0609 073815
19080 0609 073715
46016 0609 073615
25400 0609 073515
39592 0609 073415
23816 0609 073315
33976 0609 073215
61888 0609 073115
35296 0609 073015
51776 0609 072915
14016 0609 072815
27448 0609 072715
75136 0609 072615
16176 0609 072515
153072 0609 072415
45488 0609 072315
24296 0609 072215
37000 0609 072115
88248 0609 072015
43920 0609 071915
38760 0609 071815
44840 0609 071715
33392 0609 071615
55600 0609 071515
33896 0609 071415
54600 0609 071315
46456 0609 071215
47384 0609 071115
34848 0609 071015
78208 0609 070915
52120 0609 070815
37280 0609 070715
81240 0609 070615
42272 0609 070515
41056 0609 070415
53896 0609 070315
37752 0609 070215
35216 0609 070115
48784 0609 070015
56432 0609 065915
128472 0609 065815
52416 0609 065715
29352 0609 065615
36984 0609 065515
42880 0609 065416
51480 0609 065315
41408 0609 065215
31768 0609 065115
67456 0609 065015
21456 0609 064915
40008 0609 064815
20432 0609 064715
255480 0609 064615
277696 0609 064515
323440 0609 064415
300184 0609 064315
242208 0609 064215
39408 0609 064115
72336 0609 064015
43712 0609 063915
34304 0609 063815
99984 0609 063715
392440 0609 063615
373784 0609 063515
381000 0609 063415
306664 0609 063315
257768 0609 063215
125368 0609 063115
44264 0609 063015
129496 0609 062915
91632 0609 062815
49256 0609 062715
16368 0609 062615
34032 0609 062515
14600 0609 062415
27696 0609 062315
27464 0609 062215
11376 0609 062115
17184 0609 062015
12680 0609 061915
43128 0609 061815
23696 0609 061715
21208 0609 061615
18936 0609 061515
23360 0609 061415
9432 0609 061315
23280 0609 061215
9400 0609 061115
22128 0609 061015
25728 0609 060915
7256 0609 060815
24480 0609 060715
52440 0609 060615
9976 0609 060515
17624 0609 060415
28200 0609 060315
23928 0609 060215
18736 0609 060115
37656 0609 060015
7528 0609 055915
8776 0609 055815
35856 0609 055715
8968 0609 055615
22952 0609 055515
31128 0609 055415
11776 0609 055315
80600 0609 055215
95632 0609 055115
21232 0609 055015
32960 0609 054915
22544 0609 054815
15328 0609 054715
26912 0609 054615
18584 0609 054515
14336 0609 054415
8312 0609 054315
9736 0609 054215
30488 0609 054115
10896 0609 054015
10016 0609 053915
16976 0609 053815
28440 0609 053715
9280 0609 053615
8240 0609 053515
11672 0609 053415
32248 0609 053315
32288 0609 053215
17344 0609 053115
19672 0609 053015
12848 0609 052915
40272 0609 052815
14216 0609 052715
12872 0609 052615
9752 0609 052515
9136 0609 052415
7032 0609 052315
19480 0609 052215
10712 0609 052115
19448 0609 052015
6616 0609 051915
10880 0609 051815
7816 0609 051715
10088 0609 051615
14896 0609 051515
8784 0609 051415
40256 0609 051315
14256 0609 051215
11544 0609 051115
19016 0609 051015
8480 0609 050915
11824 0609 050815
10488 0609 050715
7488 0609 050615
27584 0609 050515
10240 0609 050415
25312 0609 050315
16680 0609 050215
10568 0609 050115
21392 0609 050015
9944 0609 045915
17808 0609 045815
13040 0609 045715
8752 0609 045615
23672 0609 045515
9424 0609 045415
11104 0609 045315
8480 0609 045215
17984 0609 045115
93360 0609 045015
14016 0609 044915
24224 0609 044815
22080 0609 044715
17304 0609 044615
8056 0609 044515
7152 0609 044415
15112 0609 044315
11240 0609 044215
19848 0609 044115
14016 0609 044015
9720 0609 043915
13680 0609 043815
29752 0609 043715
8416 0609 043615
18288 0609 043515
10160 0609 043415
10304 0609 043315
17000 0609 043215
8400 0609 043115
20872 0609 043015
34304 0609 042915
15712 0609 042815
5816 0609 042715
12680 0609 042615
12632 0609 042515
27520 0609 042415
32616 0609 042315
11896 0609 042215
10144 0609 042115
16560 0609 042015
13880 0609 041915
20144 0609 041815
8152 0609 041715
7560 0609 041615
8664 0609 041515
9192 0609 041415
11880 0609 041315
10112 0609 041215
33248 0609 041115
17688 0609 041015
12480 0609 040915
17760 0609 040815
8144 0609 040715
7144 0609 040615
13864 0609 040515
13320 0609 040415
32944 0609 040315
18128 0609 040215
16840 0609 040115
17088 0609 040015
21672 0609 035915
7136 0609 035815
20960 0609 035715
11464 0609 035615
13712 0609 035515
23016 0609 035415
16008 0609 035315
8528 0609 035215
14880 0609 035115
16408 0609 035015
15960 0609 034915
9040 0609 034815
7456 0609 034715
11432 0609 034615
9944 0609 034515
7416 0609 034415
16424 0609 034315
9096 0609 034215
7976 0609 034115
15832 0609 034015
9808 0609 033915
9048 0609 033815
8704 0609 033715
8248 0609 033615
8400 0609 033515
11648 0609 033415
16552 0609 033315
10808 0609 033215
12128 0609 033115
26456 0609
 033015
11520 0609 032915
13096 0609 032815
35008 0609 032715
13920 0609 032615
93688 0609 032515
32064 0609 032415
14608 0609 032315
16968 0609 032215
10848 0609 032115
43248 0609 032015
15040 0609 031915
8008 0609 031815
8536 0609 031715
12128 0609 031615
33584 0609 031515
7592 0609 031415
16896 0609 031315
7872 0609 031215
29216 0609 031115
23248 0609 031015
8552 0609 030915
18216 0609 030815
8984 0609 030715
15248 0609 030615
12440 0609 030515
23424 0609 030415
15424 0609 030315
25920 0609 030215
20024 0609 030115
17720 0609 030015
616376 0609 025915
1513632 0609 025815
9736 0609 025715
9344 0609 025615
30248 0609 025515
8752 0609 025415
15952 0609 025315
9200 0609 025215
16944 0609 025115
16632 0609 025015
24080 0609 024915
28424 0609 024815
47216 0609 024715
38592 0609 024615
50376 0609 024515
54744 0609 024415
54568 0609 024315
68032 0609 024215
40264 0609 024115
80640 0609 024015
68392 0609 023915
59264 0609 023815
45936 0609 023715
49152 0609 023615
40720 0609 023515
34560 0609 023415
62704 0609 023315
38992 0609 023215
34672 0609 023115
42712 0609 023015
69448 0609 022915
35560 0609 022815
43312 0609 022715
28304 0609 022615
29776 0609 022515
49096 0609 022415
55824 0609 022315
32168 0609 022215
50208 0609 022115
35056 0609 022015
40984 0609 021915
24864 0609 021815
25816 0609 021715
34064 0609 021615
40432 0609 021515
34160 0609 021415
50888 0609 021315
25888 0609 021215
30352 0609 021115
56936 0609 021015
31344 0609 020915
25488 0609 020815
32896 0609 020715
39976 0609 020615
37168 0609 020515
32824 0609 020415
30080 0609 020315
33528 0609 020215
32904 0609 020115
58360 0609 020015
41256 0609 015915
26280 0609 015815
27648 0609 015715
34008 0609 015615
31640 0609 015515
30480 0609 015415
30520 0609 015315
26776 0609 015215
42208 0609 015115
26904 0609 015015
26696 0609 014915
32504 0609 014815
24728 0609 014715
25208 0609 014615
34136 0609 014515
56648 0609 014415
48320 0609 014315
40144 0609 014215
46952 0609 014115
66936 0609 014015
31352 0609 013915
26328 0609 013815
56216 0609 013715
47608 0609 013615
34736 0609 013515
34584 0609 013415
32600 0609 013315
38088 0609 013215
39040 0609 013115
47376 0609 013015
38912 0609 012915
30392 0609 012815
39560 0609 012715
27240 0609 012615
26672 0609 012515
165152 0609 012415
65544 0609 012315
44448 0609 012215
72944 0609 012115
83496 0609 012015
47688 0609 011915
44200 0609 011815
69080 0609 011715
61024 0609 011615
61568 0609 011515
47832 0609 011416
28344 0609 011315
27208 0609 011215
34616 0609 011115
47712 0609 011015
29608 0609 010915
50160 0609 010815
38568 0609 010715
54928 0609 010615
69736 0609 010515
48896 0609 010415
66504 0609 010315
154440 0609 010215
141384 0609 010115
63912 0609 010015
79872 0609 005915
57952 0609 005815
59816 0609 005715
51816 0609 005615
57952 0609 005515
47344 0609 005415
62544 0609 005315
100312 0609 005215
47880 0609 005115
70128 0609 005015
38024 0609 004915
43896 0609 004815
27688 0609 004715
21640 0609 004615
30320 0609 004515
33472 0609 004415
15960 0609 004315
26968 0609 004215
48536 0609 004115
23584 0609 004015
49672 0609 003915
42008 0609 003815
66808 0609 003715
38904 0609 003615
42016 0609 003515
56320 0609 003415
82368 0609 003315
32136 0609 003215
41024 0609 003115
47232 0609 003015
37520 0609 002915
59064 0609 002815
17312 0609 002715
67200 0609 002615
35336 0609 002515
85648 0609 002415
39384 0609 002315
39008 0609 002215
20248 0609 002115
47888 0609 002015
28016 0609 001915
56912 0609 001815
26792 0609 001715
71776 0609 001615
51544 0609 001515
33568 0609 001415
42088 0609 001315
53744 0609 001215
57472 0609 001115
35120 0609 001015
56472 0609 000915
23136 0609 000815
43920 0609 000715
21536 0609 000615
29432 0609 000515
46656 0609 000415
60728 0609 000315
74816 0609 000215
45080 0609 000115
50656 0609 000015
25384 0608 235915
72768 0608 235815
69264 0608 235715
55016 0608 235615
87128 0608 235515
88344 0608 235415
72656 0608 235315
94536 0608 235215
44952 0608 235115
62592 0608 235015
69992 0608 234915
63128 0608 234815
21568 0608 234715
46024 0608 234615
44360 0608 234515
68760 0608 234415
87896 0608 234315
59576 0608 234215
140480 0608 234115
84464 0608 234015
67200 0608 233915
38888 0608 233815
63024 0608 233715
31632 0608 233615
66352 0608 233515
24472 0608 233415
348584 0608 233315
306032 0608 233215
80464 0608 233115
52784 0608 233015
73072 0608 232915
56296 0608 232815
102728 0608 232715
77264 0608 232615
79328 0608 232515
41848 0608 232415
57536 0608 232315
50616 0608 232215
55528 0608 232115
63784 0608 232015
63704 0608 231915
105976 0608 231815
151328 0608 231715
66640 0608 231615
86544 0608 231515
96648 0608 231415
69488 0608 231315
50104 0608 231215
26632 0608 231115
144248 0608 231015
92256 0608 230915
87232 0608 230815
106552 0608 230715
123272 0608 230615
43736 0608 230515
134144 0608 230415
82736 0608 230315
62240 0608 230216
69752 0608 230115
123784 0608 230015
61144 0608 225915
40408 0608 225815
116320 0608 225715
43624 0608 225615
69064 0608 225515
44528 0608 225415
85440 0608 225315
48256 0608 225215
67760 0608 225115
62896 0608 225016
74808 0608 224915
46704 0608 224815
89048 0608 224715
144256 0608 224615
104640 0608 224515
73712 0608 224415
116160 0608 224315
152248 0608 224215
155904 0608 224115
229008 0608 224015
440624 0608 223915
189136 0608 223815
83728 0608 223715
107744 0608 223615
37104 0608 223515
108624 0608 223415
67400 0608 223315
139208 0608 223215
167656 0608 223115
77728 0608 223015
43672 0608 222915
83656 0608 222815
115008 0608 222715
90680 0608 222615
44264 0608 222515
118336 0608 222415
147848 0608 222315
96392 0608 222215
64504 0608 222115
112888 0608 222015
76488 0608 221915
63488 0608 221815
99920 0608 221715
99912 0608 221615
145168 0608 221515
92320 0608 221415
71064 0608 221315
62920 0608 221215
84528 0608 221115
124616 0608 221015
80800 0608 220915
99576 0608 220815
71928 0608 220715
392936 0608 220615
336736 0608 220515
174352 0608 220415
433624 0608 220315
100776 0608 220215
132992 0608 220115
86392 0608 220015
81464 0608 215915
119208 0608 215815
61152 0608 215715
132944 0608 215615
132568 0608 215515
54880 0608 215415
97912 0608 215315
160336 0608 215215
178408 0608 215115
105448 0608 215015
57280 0608 214915
83864 0608 214815
128000 0608 214715
123856 0608 214615
98640 0608 214515
100392 0608 214415
90568 0608 214315
113856 0608 214215
190640 0608 214115
109160 0608 214015
115432 0608 213915
97672 0608 213815
94408 0608 213715
161592 0608 213615
54904 0608 213515
164616 0608 213415
55496 0608 213315
132024 0608 213215
94048 0608 213115
118104 0608 213015
94704 0608 212915
133984 0608 212815
122560 0608 212715
92376 0608 212615
48408 0608 212515
122008 0608 212415
78760 0608 212315
128824 0608 212215
143880 0608 212115
123056 0608 212015
83344 0608 211915
170176 0608 211815
147872 0608 211715
103272 0608 211615
138072 0608 211515
204904 0608 211415
96896 0608 211315
108960 0608 211215
141944
 0608 211115
169536 0608 211015
97568 0608 210915
66872 0608 210815
72528 0608 210715
173824 0608 210615
87640 0608 210515
113376 0608 210415
72536 0608 210315
103272 0608 210215
93504 0608 210115
336208 0608 210015
468664 0608 205915
252128 0608 205815
146456 0608 205715
217632 0608 205615
141232 0608 205515
65312 0608 205415
111112 0608 205315
100920 0608 205215
103040 0608 205115
84456 0608 205015
177584 0608 204915
158048 0608 204815
72864 0608 204715
117536 0608 204615
135320 0608 204515
81864 0608 204415
129040 0608 204315
107528 0608 204215
62248 0608 204115
181776 0608 204015
125792 0608 203915
122640 0608 203815
152848 0608 203715
43272 0608 203615
124896 0608 203515
102952 0608 203415
121744 0608 203315
103696 0608 203215
75560 0608 203115
98888 0608 203015
155880 0608 202915
112352 0608 202815
459152 0608 202715
370464 0608 202615
146304 0608 202515
119656 0608 202415
119848 0608 202315
151104 0608 202215
153160 0608 202115
153800 0608 202015
89904 0608 201915
103224 0608 201815
85336 0608 201715
126888 0608 201615
141408 0608 201515
88440 0608 201415
81056 0608 201315
79960 0608 201215
90656 0608 201115
112912 0608 201015
114408 0608 200915
45504 0608 200815
86192 0608 200715
117552 0608 200615
87320 0608 200515
61968 0608 200415
149080 0608 200315
117352 0608 200215
67384 0608 200115
138088 0608 200015
116480 0608 195915
103944 0608 195815
261384 0608 195715
130344 0608 195615
150360 0608 195515
87584 0608 195415
120864 0608 195315
154216 0608 195216
93800 0608 195115
87288 0608 195015
96664 0608 194915
121104 0608 194815
94632 0608 194715
113040 0608 194615
66016 0608 194515
135200 0608 194415
132088 0608 194315
220392 0608 194215
84872 0608 194115
93680 0608 194015
110416 0608 193915
89752 0608 193815
139624 0608 193715
116992 0608 193615
99688 0608 193515
71784 0608 193415
77016 0608 193315
73192 0608 193215
140000 0608 193115
81648 0608 193015
102848 0608 192915
104760 0608 192815
154592 0608 192715
100464 0608 192615
83104 0608 192515
142304 0608 192415
85408 0608 192315
106648 0608 192215
106920 0608 192115
166632 0608 192015
135168 0608 191915
121536 0608 191815
133864 0608 191715
80848 0608 191615
86112 0608 191515
95584 0608 191415
97208 0608 191315
140760 0608 191215
105600 0608 191115
121424 0608 191015
106008 0608 190915
133768 0608 190815
92976 0608 190715
145448 0608 190615
114520 0608 190515
130088 0608 190415
90592 0608 190315
105912 0608 190215
96928 0608 190115
86464 0608 190015
97504 0608 185915
97688 0608 185815
107368 0608 185715
99896 0608 185615
128312 0608 185515
113184 0608 185415
59104 0608 185315
122824 0608 185215
102248 0608 185115
99008 0608 185015
142192 0608 184915
141232 0608 184815
114960 0608 184715
152504 0608 184615
150688 0608 184515
175408 0608 184415
143192 0608 184315
74768 0608 184215
135064 0608 184115
212920 0608 184015
167512 0608 183915
95368 0608 183815
173840 0608 183715
137216 0608 183615
110296 0608 183515
107072 0608 183415
155848 0608 183315
41808 0608 183215
112568 0608 183115
150552 0608 183015
123480 0608 182915
113216 0608 182815
203960 0608 182715
113848 0608 182615
100624 0608 182515
85448 0608 182415
124560 0608 182315
181200 0608 182215
94240 0608 182115
134928 0608 182015
92312 0608 181915
155376 0608 181815
217280 0608 181715
118232 0608 181615
97008 0608 181515
153968 0608 181415
90376 0608 181315
129056 0608 181215
207288 0608 181115
111408 0608 181015
160168 0608 180915
186576 0608 180815
236680 0608 180715
141936 0608 180615
207920 0608 180515
135592 0608 180415
115360 0608 180315
122584 0608 180215
118256 0608 180115
123392 0608 180015
102744 0608 175915
120216 0608 175815
79168 0608 175715
116856 0608 175615
156232 0608 175515
122224 0608 175415
128368 0608 175315
120984 0608 175215
139336 0608 175115
335576 0608 175015
405632 0608 174915
367032 0608 174815
331944 0608 174715
285464 0608 174615
308656 0608 174515
321032 0608 174415
180808 0608 174315
140288 0608 174215
113072 0608 174115
273472 0608 174015
107208 0608 173915
221864 0608 173815
124664 0608 173715
119288 0608 173615
129696 0608 173515
142024 0608 173415
129408 0608 173315
138080 0608 173215
130600 0608 173115
105752 0608 173015
172384 0608 172915
262264 0608 172815
234288 0608 172715
159096 0608 172615
123928 0608 172515
152800 0608 172415
125728 0608 172315
199768 0608 172215
227336 0608 172115
196640 0608 172015
150624 0608 171915
153648 0608 171815
84400 0608 171715
146344 0608 171615
129912 0608 171515
144680 0608 171415
125312 0608 171315
147896 0608 171215
186952 0608 171115
226376 0608 171015
183464 0608 170915
131584 0608 170815
113600 0608 170715
137816 0608 170615
145872 0608 170515
210032 0608 170415
146488 0608 170315
131192 0608 170215
165088 0608 170115
203176 0608 170015
212904 0608 165915
273728 0608 165815
251720 0608 165715
191616 0608 165615
213608 0608 165515
242168 0608 165415
169104 0608 165315
258688 0608 165215
243248 0608 165115
236392 0608 165015
124816 0608 164915
142728 0608 164815
171592 0608 164715
180080 0608 164615
215904 0608 164515
137728 0608 164415
153512 0608 164315
109040 0608 164215
172392 0608 164115
191672 0608 164015
261104 0608 163915
153088 0608 163815
180488 0608 163715
155128 0608 163615
188760 0608 163515
173056 0608 163415
186968 0608 163315
637952 0608 163215
177480 0608 163115
207840 0608 163015
152592 0608 162915
135280 0608 162815
146952 0608 162715
160464 0608 162615
123232 0608 162515
119568 0608 162415
110848 0608 162315
208776 0608 162215
193648 0608 162115
383168 0608 162015
229792 0608 161915
192944 0608 161815
234312 0608 161715
145728 0608 161615
244776 0608 161515
372536 0608 161415
570968 0608 161315
483848 0608 161215
302296 0608 161115
183312 0608 161015
151928 0608 160915
